UserID,Name,Surname,Email,Gender,Race,Age,AgeGroup,Province,Socials,Channel2,RecordDate2,TimeBucket,Duration
638935,None,None,Lesli225@mailxyz.com,None,None,0,Kids,None,None,Cartoon Network,2016-01-21 12:47:00.000000,Afternoon,301
641005,Hollis,Singer,Hollis383@mail.com,male,None,35,Young Adults,Mpumalanga,@Hollis38,Cartoon Network,2016-01-05 17:36:00.000000,Afternoon,0
641172,Lucas,Nicholls,Lucas232@gmail.com,male,black,32,Young Adults,Limpopo,@Lucas23,Channel O,2016-01-01 11:44:00.000000,Morning,117
641340,Loris,Hier,Loris423@mail.com,female,black,29,Young Adults,Eastern Cape,@Loris42,Trace TV,2016-01-24 15:14:00.000000,Afternoon,12
641456,Lane,Mcculloch,Lane111@yahoo.com,male,black,27,Young Adults,Mpumalanga,@Lane11,Africa Magic,2016-01-17 15:57:00.000000,Afternoon,25
641522,Carter,Shkreli,Carter34@abcmail.com,male,indian_asian,26,Young Adults,Gauteng,@Carter3,ICC Cricket World Cup 2011,2016-03-30 08:51:00.000000,Morning,0
641647,Irving,Pool,Irving51@yahoo.com,male,black,24,Young Adults,Gauteng,@Irving5,Boomerang,2016-01-14 10:06:00.000000,Morning,207
641735,Art,Sytsma,Art403@mail.com,male,black,22,Young Adults,Gauteng,@Art40,E! Entertainment,2016-01-31 08:29:00.000000,Morning,112
641737,Markus,Arrieta,Markus194@abcmail.com,male,indian_asian,22,Young Adults,Kwazulu Natal,@Markus19,Cartoon Network,2016-01-14 12:45:00.000000,Afternoon,20
642504,None,None,Sharri361@yahoo.com,None,None,0,Kids,None,None,DStv Events 1,2016-03-30 06:07:00.000000,Morning,85
650987,Emilie,Deblois,Emilie415@mailxyz.com,female,black,44,Adults,Free State,@Emilie41,Boomerang,2016-01-19 18:37:00.000000,Evening,238
652906,Wilton,Hier,Wilton413@mail.com,male,coloured,43,Adults,Western Cape,@Wilton41,DStv Events 1,2016-01-19 07:07:00.000000,Morning,55
663218,Garry,Restivo,Garry284@abcmail.com,male,white,36,Adults,Free State,@Garry28,Supersport Live Events,2016-01-19 06:01:00.000000,Morning,184
667632,Dion,Zweifel,Dion331@yahoo.com,male,None,34,Young Adults,Western Cape,@Dion33,Cartoon Network,2016-01-16 18:25:00.000000,Evening,281
695996,Zetta,Gettys,Zetta213@mail.com,female,black,24,Young Adults,Gauteng,@Zetta21,Africa Magic,2016-01-19 15:35:00.000000,Afternoon,2
703886,Wilburn,Pascarella,Wilburn304@abcmail.com,male,indian_asian,20,Young Adults,Mpumalanga,@Wilburn30,ICC Cricket World Cup 2011,2016-03-26 14:57:00.000000,Afternoon,74
712592,None,None,Anette442@gmail.com,None,None,0,Kids,None,None,M-Net,2016-03-01 03:55:00.000000,Morning,30
719331,Eli,Mccollum,Eli293@mail.com,male,white,42,Adults,Gauteng,@Eli29,CNN,2016-01-17 11:22:00.000000,Morning,62
719575,Jacinto,Bilyeu,Jacinto253@mail.com,male,coloured,38,Adults,Western Cape,@Jacinto25,Channel O,2016-01-16 21:32:00.000000,Evening,273
720294,Robby,Pilot,Robby164@abcmail.com,male,black,29,Young Adults,Mpumalanga,@Robby16,DStv Events 1,2016-01-16 10:33:00.000000,Morning,30
720305,Shelley,Reisinger,Shelley221@yahoo.com,female,black,29,Young Adults,Gauteng,@Shelley22,Trace TV,2016-01-18 23:28:00.000000,Night,264
720398,Emilie,Deblois,Emilie504@abcmail.com,female,coloured,28,Young Adults,Gauteng,@Emilie50,DStv Events 1,2016-01-20 17:22:00.000000,Afternoon,65
720646,Carter,Lavoie,Carter32@gmail.com,male,white,25,Young Adults,North West,@Carter3,Supersport Live Events,2016-01-19 10:23:00.000000,Morning,16
720995,Emilie,Deblois,Emilie234@abcmail.com,female,black,18,Young Adults,Gauteng,@Emilie23,Trace TV,2016-01-16 09:23:00.000000,Morning,84
722869,None,None,Luann184@abcmail.com,None,None,0,Kids,None,None,SuperSport Blitz,2016-03-01 20:21:00.000000,Evening,320
722988,None,None,Luann54@abcmail.com,None,None,0,Kids,None,None,SuperSport Blitz,2016-01-20 20:09:00.000000,Evening,42
723671,Jared,Mcclaine,Jared502@gmail.com,male,black,32,Young Adults,Gauteng,@Jared50,Supersport Live Events,2016-01-19 19:32:00.000000,Evening,58
724179,Desirae,Luthy,Desirae292@gmail.com,female,black,21,Young Adults,Gauteng,@Desirae29,Channel O,2016-01-20 18:49:00.000000,Evening,651
727203,Claud,Singer,Claud341@yahoo.com,male,None,26,Young Adults,Western Cape,@Claud34,Boomerang,2016-01-18 17:02:00.000000,Afternoon,2131
729345,Wilburn,Mcclaine,Wilburn305@mailxyz.com,male,white,44,Adults,Gauteng,@Wilburn30,Boomerang,2016-03-20 04:41:00.000000,Morning,96
729427,Alecia,Roquemore,Alecia403@mail.com,female,black,42,Adults,Gauteng,@Alecia40,Africa Magic,2016-01-23 05:59:00.000000,Morning,75
729468,Gretta,Mosser,Gretta492@gmail.com,female,black,41,Adults,Eastern Cape,@Gretta49,Trace TV,2016-01-23 13:35:00.000000,Afternoon,1035
729721,Filiberto,Mosser,Filiberto44@abcmail.com,male,black,35,Young Adults,Mpumalanga,@Filiberto4,Cartoon Network,2016-01-17 10:29:00.000000,Morning,55
730056,Claud,Woolard,Claud344@abcmail.com,male,None,29,Young Adults,Gauteng,@Claud34,Supersport Live Events,2016-01-22 00:15:00.000000,Morning,28
730254,Stephen,Paradis,Stephen151@yahoo.com,male,black,26,Young Adults,Gauteng,@Stephen15,Channel O,2016-01-21 09:02:00.000000,Morning,7188
730294,Markus,Hoadley,Markus193@mail.com,male,black,25,Young Adults,Eastern Cape,@Markus19,Trace TV,2016-01-22 12:08:00.000000,Afternoon,4431
730607,Jacinto,Lavoie,Jacinto251@yahoo.com,male,black,16,Teens,Gauteng,@Jacinto25,Channel O,2016-01-24 09:56:00.000000,Morning,573
732996,Irving,Vital,Irving51@yahoo.com,male,indian_asian,41,Adults,Gauteng,@Irving5,Supersport Live Events,2016-01-20 08:53:00.000000,Morning,6
733281,Bret,Mcclaine,Bret313@mail.com,male,black,35,Young Adults,Gauteng,@Bret31,Trace TV,2016-01-26 16:09:00.000000,Afternoon,6
733347,Lucas,Creager,Lucas234@abcmail.com,male,None,34,Young Adults,North West,@Lucas23,Channel O,2016-01-23 17:29:00.000000,Afternoon,39
733756,Winona,Wigfall,Winona414@abcmail.com,female,indian_asian,27,Young Adults,Kwazulu Natal,@Winona41,Boomerang,2016-01-23 16:49:00.000000,Afternoon,4
733939,Cody,Mastrangelo,Cody121@yahoo.com,male,white,24,Young Adults,Mpumalanga,@Cody12,Channel O,2016-01-17 11:32:00.000000,Morning,9
736517,Garry,Reisinger,Garry283@mail.com,male,black,39,Adults,Mpumalanga,@Garry28,Africa Magic,2016-01-24 08:15:00.000000,Morning,380
737176,Robby,Mina,Robby164@abcmail.com,male,black,25,Young Adults,Limpopo,@Robby16,Channel O,2016-01-27 18:17:00.000000,Evening,69
737179,Earl,Curran,Earl425@mailxyz.com,male,None,25,Young Adults,Gauteng,@Earl42,Trace TV,2016-01-24 11:40:00.000000,Morning,93
738944,Charlie,Pascarella,Charlie364@abcmail.com,male,white,54,Seniors,Gauteng,@Charlie36,ICC Cricket World Cup 2011,2016-03-30 11:00:00.000000,Morning,148
738991,Irving,Nicholls,Irving53@mail.com,male,black,50,Adults,Mpumalanga,@Irving5,Africa Magic,2016-01-23 10:26:00.000000,Morning,1691
739194,Shane,Hier,Shane22@gmail.com,male,white,41,Adults,Gauteng,@Shane2,Boomerang,2016-01-21 00:38:00.000000,Morning,290
739396,Earl,Mcculloch,Earl424@abcmail.com,male,coloured,36,Adults,Western Cape,@Earl42,SawSee,2016-02-17 14:10:00.000000,Afternoon,238
739893,Yong,Mccollum,Yong481@yahoo.com,male,black,26,Young Adults,Limpopo,@Yong48,Africa Magic,2016-01-15 20:05:00.000000,Evening,51
741931,Samuel,Pool,Samuel262@gmail.com,male,None,45,Adults,Gauteng,@Samuel26,Boomerang,2016-01-24 13:10:00.000000,Afternoon,122
742848,Kip,Curran,Kip144@abcmail.com,male,black,25,Young Adults,Eastern Cape,@Kip14,SuperSport Blitz,2016-02-09 19:10:00.000000,Evening,40
745315,Lloyd,Condie,Lloyd73@mail.com,male,white,31,Young Adults,Limpopo,@Lloyd7,SuperSport Blitz,2016-01-16 17:16:00.000000,Afternoon,180
745547,Art,Gettys,Art401@yahoo.com,male,white,26,Young Adults,North West,@Art40,CNN,2016-01-27 17:15:00.000000,Afternoon,3
747185,Michel,Sytsma,Michel204@abcmail.com,male,white,40,Adults,Gauteng,@Michel20,Vuzu,2016-01-16 13:19:00.000000,Afternoon,9
747259,Shane,Hier,Shane21@yahoo.com,male,white,38,Adults,Gauteng,@Shane2,Channel O,2016-01-26 22:20:00.000000,Evening,810
747690,Katharina,Condie,Katharina203@mail.com,female,black,29,Young Adults,Gauteng,@Katharina20,Trace TV,2016-01-16 18:49:00.000000,Evening,15
749945,Stacy,Restivo,Stacy271@yahoo.com,male,coloured,55,Seniors,Western Cape,@Stacy27,Trace TV,2016-01-28 21:27:00.000000,Evening,69
750489,Garry,Roquemore,Garry285@mailxyz.com,male,black,36,Adults,Mpumalanga,@Garry28,Supersport Live Events,2016-01-29 19:26:00.000000,Evening,126
750715,Filiberto,Beville,Filiberto42@gmail.com,male,coloured,32,Young Adults,Western Cape,@Filiberto4,Africa Magic,2016-01-29 19:30:00.000000,Evening,2
751018,Cody,Leicht,Cody122@gmail.com,male,white,27,Young Adults,North West,@Cody12,E! Entertainment,2016-01-28 16:57:00.000000,Afternoon,120
751072,Garry,Hier,Garry285@mailxyz.com,male,indian_asian,26,Young Adults,Free State,@Garry28,SuperSport Blitz,2016-01-28 17:14:00.000000,Afternoon,92
754765,Hugh,Pool,Hugh14@abcmail.com,male,black,51,Seniors,Eastern Cape,@Hugh1,Boomerang,2016-01-30 07:38:00.000000,Morning,12
755058,Cory,Styer,Cory101@yahoo.com,male,white,40,Adults,Eastern Cape,@Cory10,Cartoon Network,2016-01-23 07:59:00.000000,Morning,96
755814,Haywood,Pilot,Haywood91@yahoo.com,male,black,25,Young Adults,Gauteng,@Haywood9,Trace TV,2016-01-17 06:18:00.000000,Morning,6
758214,Kip,Reisinger,Kip145@mailxyz.com,male,black,113,Seniors,Kwazulu Natal,@Kip14,Cartoon Network,2016-01-31 07:29:00.000000,Morning,111
758272,Michel,Nicholls,Michel203@mail.com,male,black,53,Seniors,Mpumalanga,@Michel20,Supersport Live Events,2016-01-26 19:24:00.000000,Evening,14
758306,Hyman,Zweifel,Hyman84@abcmail.com,male,white,50,Adults,Free State,@Hyman8,kykNET,2016-01-31 18:18:00.000000,Evening,315
758931,Bernardo,Biggers,Bernardo324@abcmail.com,male,black,30,Young Adults,Gauteng,@Bernardo32,DStv Events 1,2016-01-14 07:11:00.000000,Morning,105
760529,Alecia,Roquemore,Alecia21@yahoo.com,female,indian_asian,48,Adults,Mpumalanga,@Alecia2,Trace TV,2016-03-03 20:49:00.000000,Evening,57
760937,Len,Mosser,Len443@mail.com,male,black,36,Adults,Gauteng,@Len44,Channel O,2016-02-12 20:07:00.000000,Evening,627
761775,Stacy,Mcculloch,Stacy271@yahoo.com,male,None,24,Young Adults,Gauteng,@Stacy27,SuperSport Blitz,2016-01-25 15:59:00.000000,Afternoon,74
763446,Romeo,Pool,Romeo371@yahoo.com,male,black,49,Adults,Free State,@Romeo37,Supersport Live Events,2016-02-09 20:27:00.000000,Evening,40
763525,Cory,Holt,Cory102@gmail.com,male,black,37,Adults,Gauteng,@Cory10,SuperSport Blitz,2016-03-16 16:39:00.000000,Afternoon,228
763881,Abel,Paradis,Abel182@gmail.com,male,white,24,Young Adults,Kwazulu Natal,@Abel18,E! Entertainment,2016-02-03 06:25:00.000000,Morning,242
764296,Royal,Pascarella,Royal175@mailxyz.com,male,coloured,23,Young Adults,Western Cape,@Royal17,Trace TV,2016-02-01 20:10:00.000000,Evening,0
764342,Robby,Nicholls,Robby162@gmail.com,male,white,38,Adults,Eastern Cape,@Robby16,SuperSport Blitz,2016-02-02 06:11:00.000000,Morning,228
764355,Lloyd,Mccown,Lloyd73@mail.com,male,white,24,Young Adults,Gauteng,@Lloyd7,Channel O,2016-01-22 14:42:00.000000,Afternoon,9
764396,Hyman,Pilot,Hyman82@gmail.com,male,white,52,Seniors,Eastern Cape,@Hyman8,Cartoon Network,2016-01-18 05:37:00.000000,Morning,18
764429,Lucas,Pascarella,Lucas232@gmail.com,male,white,22,Young Adults,Western Cape,@Lucas23,M-Net,2016-02-27 19:44:00.000000,Evening,151
764451,Epifania,Crotty,Epifania353@mail.com,female,indian_asian,27,Young Adults,Gauteng,@Epifania35,Trace TV,2016-01-11 13:11:00.000000,Afternoon,186
764468,Earl,Pool,Earl421@yahoo.com,male,black,34,Young Adults,Gauteng,@Earl42,Channel O,2016-02-02 06:59:00.000000,Morning,129
764531,Emerson,Caves,Emerson245@mailxyz.com,male,coloured,46,Adults,Limpopo,@Emerson24,E! Entertainment,2016-01-19 06:38:00.000000,Morning,1126
764656,Stefan,Fudge,Stefan463@mail.com,male,indian_asian,34,Young Adults,Western Cape,@Stefan46,Supersport Live Events,2016-01-05 09:03:00.000000,Morning,1356
764773,Cory,Luthy,Cory102@gmail.com,male,coloured,24,Young Adults,Gauteng,@Cory10,Africa Magic,2016-01-20 16:40:00.000000,Afternoon,11
764800,Samuel,Sieren,Samuel265@mailxyz.com,male,black,28,Young Adults,Gauteng,@Samuel26,DStv Events 1,2016-01-21 19:30:00.000000,Evening,730
764853,Hyman,Pilot,Hyman82@gmail.com,male,white,25,Young Adults,Gauteng,@Hyman8,E! Entertainment,2016-02-02 16:41:00.000000,Afternoon,6
764912,Len,Paradis,Len441@yahoo.com,male,None,22,Young Adults,Kwazulu Natal,@Len44,Cartoon Network,2016-01-14 12:08:00.000000,Afternoon,208
764929,Cody,Condie,Cody121@yahoo.com,male,black,34,Young Adults,Mpumalanga,@Cody12,Channel O,2016-02-02 10:05:00.000000,Morning,84
764961,Markus,Mastrangelo,Markus191@yahoo.com,male,black,25,Young Adults,Gauteng,@Markus19,Supersport Live Events,2016-01-29 16:59:00.000000,Afternoon,34
764989,Valentine,Paradis,Valentine471@yahoo.com,male,black,31,Young Adults,North West,@Valentine47,Channel O,2016-01-06 18:37:00.000000,Evening,288
764993,Markus,Pilot,Markus195@mailxyz.com,male,None,43,Adults,Gauteng,@Markus19,CNN,2016-01-28 09:32:00.000000,Morning,135
764997,Hollis,Mastrangelo,Hollis383@mail.com,male,black,31,Young Adults,Mpumalanga,@Hollis38,Trace TV,2016-01-16 07:14:00.000000,Morning,471
765012,Samuel,Holt,Samuel261@yahoo.com,male,black,33,Young Adults,Gauteng,@Samuel26,ICC Cricket World Cup 2011,2016-03-25 15:11:00.000000,Afternoon,548
765182,Loyd,Sytsma,Loyd492@gmail.com,male,black,35,Young Adults,Western Cape,@Loyd49,Trace TV,2016-01-08 21:40:00.000000,Evening,1260
765264,Dia,Arrieta,Dia324@abcmail.com,female,black,23,Young Adults,Mpumalanga,@Dia32,Channel O,2016-01-23 19:56:00.000000,Evening,342
765340,Shane,Leicht,Shane22@gmail.com,male,coloured,14,Teens,Gauteng,@Shane2,Cartoon Network,2016-01-25 08:48:00.000000,Morning,48
765409,Claud,Beville,Claud344@abcmail.com,male,coloured,33,Young Adults,Gauteng,@Claud34,DStv Events 1,2016-03-07 07:10:00.000000,Morning,0
765556,Shane,Mcclaine,Shane24@abcmail.com,male,black,34,Young Adults,Limpopo,@Shane2,Channel O,2016-01-30 11:36:00.000000,Morning,21
765581,Stacy,Mina,Stacy274@abcmail.com,male,None,29,Young Adults,Mpumalanga,@Stacy27,E! Entertainment,2016-01-14 04:46:00.000000,Morning,262
765595,Loyd,Caves,Loyd492@gmail.com,male,black,52,Seniors,Mpumalanga,@Loyd49,SuperSport Blitz,2016-01-16 05:34:00.000000,Morning,264
765600,Abel,Singer,Abel183@mail.com,male,black,22,Young Adults,Gauteng,@Abel18,Cartoon Network,2016-01-15 21:21:00.000000,Evening,83
765622,Cory,Borelli,Cory101@yahoo.com,male,black,32,Young Adults,North West,@Cory10,SawSee,2016-02-03 11:40:00.000000,Morning,136
765640,Raymundo,Leicht,Raymundo432@gmail.com,male,indian_asian,36,Adults,Gauteng,@Raymundo43,SuperSport Blitz,2016-01-30 08:39:00.000000,Morning,124
765679,Royal,Mina,Royal175@mailxyz.com,male,black,42,Adults,North West,@Royal17,Cartoon Network,2016-01-27 16:36:00.000000,Afternoon,80
765684,Royal,Creager,Royal175@mailxyz.com,male,coloured,25,Young Adults,Gauteng,@Royal17,SuperSport Blitz,2016-01-23 14:12:00.000000,Afternoon,192
765696,Bernardo,Mccown,Bernardo324@abcmail.com,male,coloured,41,Adults,Western Cape,@Bernardo32,SuperSport Blitz,2016-01-09 17:54:00.000000,Afternoon,314
765734,Eula,Mccown,Eula25@mailxyz.com,female,black,31,Young Adults,Limpopo,@Eula2,Cartoon Network,2016-01-20 18:31:00.000000,Evening,724
765767,Chas,Pascarella,Chas353@mail.com,male,white,23,Young Adults,Western Cape,@Chas35,Africa Magic,2016-01-15 13:51:00.000000,Afternoon,51
765884,Loyd,Arrieta,Loyd494@abcmail.com,male,black,27,Young Adults,Gauteng,@Loyd49,Boomerang,2016-02-01 15:37:00.000000,Afternoon,62
765885,Torrie,Mcclaine,Torrie91@yahoo.com,female,coloured,32,Young Adults,Eastern Cape,@Torrie9,Trace TV,2016-01-30 05:23:00.000000,Morning,159
765950,Shandra,Mccollum,Shandra341@yahoo.com,female,black,40,Adults,Mpumalanga,@Shandra34,Boomerang,2016-02-17 16:55:00.000000,Afternoon,43
766033,Stefan,Wigfall,Stefan464@abcmail.com,male,indian_asian,54,Seniors,Western Cape,@Stefan46,Trace TV,2016-01-24 13:47:00.000000,Afternoon,1962
766115,Efren,Pascarella,Efren133@mail.com,male,black,34,Young Adults,Kwazulu Natal,@Efren13,Africa Magic,2016-01-07 16:54:00.000000,Afternoon,5
766143,Raymundo,Caves,Raymundo432@gmail.com,male,coloured,29,Young Adults,Western Cape,@Raymundo43,Cartoon Network,2016-01-29 12:59:00.000000,Afternoon,394
766872,Winona,Wigfall,Winona463@mail.com,female,black,49,Adults,North West,@Winona46,Africa Magic,2016-02-03 02:55:00.000000,Morning,24
770213,Lucas,Holt,Lucas232@gmail.com,male,black,21,Young Adults,Gauteng,@Lucas23,E! Entertainment,2016-02-04 12:54:00.000000,Afternoon,180
770770,Stephen,Zweifel,Stephen152@gmail.com,male,black,19,Young Adults,Western Cape,@Stephen15,SuperSport Blitz,2016-02-03 19:43:00.000000,Evening,394
770963,None,None,Roxane52@gmail.com,None,None,0,Kids,None,None,ICC Cricket World Cup 2011,2016-02-25 09:28:00.000000,Morning,370
771003,Romeo,Tancredi,Romeo372@gmail.com,male,coloured,31,Young Adults,Western Cape,@Romeo37,SawSee,2016-02-27 16:24:00.000000,Afternoon,42
771048,Robby,Deblois,Robby162@gmail.com,male,None,19,Young Adults,Gauteng,@Robby16,SuperSport Blitz,2016-02-06 20:34:00.000000,Evening,514
771123,None,None,Alecia173@mail.com,None,None,0,Kids,None,None,Channel O,2016-03-26 21:22:00.000000,Evening,147
771147,Kyle,Mina,Kyle64@abcmail.com,male,white,28,Young Adults,Mpumalanga,@Kyle6,Boomerang,2016-02-06 10:58:00.000000,Morning,325
771427,Len,Tatham,Len444@abcmail.com,male,coloured,38,Adults,Western Cape,@Len44,Wimbledon,2016-02-13 08:56:00.000000,Morning,16
771597,Seema,Fudge,Seema413@mail.com,female,None,38,Adults,Gauteng,@Seema41,Supersport Live Events,2016-03-16 08:43:00.000000,Morning,24
771611,Bernardo,Singer,Bernardo323@mail.com,male,indian_asian,44,Adults,Kwazulu Natal,@Bernardo32,Supersport Live Events,2016-02-05 18:08:00.000000,Evening,40
771685,None,None,Earline135@mailxyz.com,None,None,0,Kids,None,None,Cartoon Network,2016-03-01 07:59:00.000000,Morning,76
771703,Emerson,Arrieta,Emerson244@abcmail.com,male,white,55,Seniors,Kwazulu Natal,@Emerson24,E! Entertainment,2016-02-10 11:03:00.000000,Morning,1764
771756,None,None,Minerva184@abcmail.com,None,None,0,Kids,None,None,Boomerang,2016-03-27 12:35:00.000000,Afternoon,257
771772,Brendan,Martello,Brendan455@mailxyz.com,male,indian_asian,29,Young Adults,Gauteng,@Brendan45,Cartoon Network,2016-02-06 20:32:00.000000,Evening,128
771778,Yong,Paradis,Yong484@abcmail.com,male,black,21,Young Adults,Eastern Cape,@Yong48,Supersport Live Events,2016-02-05 13:47:00.000000,Afternoon,252
771783,Len,Pascarella,Len442@gmail.com,male,indian_asian,23,Young Adults,Gauteng,@Len44,SawSee,2016-01-30 21:43:00.000000,Evening,13
771785,Kip,Martello,Kip141@yahoo.com,male,black,43,Adults,Gauteng,@Kip14,ICC Cricket World Cup 2011,2016-02-28 16:53:00.000000,Afternoon,46
771791,Shane,Luthy,Shane24@abcmail.com,male,black,34,Young Adults,Gauteng,@Shane2,M-Net,2016-03-06 05:02:00.000000,Morning,103
771793,Anette,Leicht,Anette143@mail.com,female,indian_asian,40,Adults,Western Cape,@Anette14,Trace TV,2016-02-12 00:38:00.000000,Morning,153
771796,Jacinto,Mcclaine,Jacinto251@yahoo.com,male,coloured,35,Young Adults,Western Cape,@Jacinto25,Supersport Live Events,2016-03-26 17:00:00.000000,Afternoon,6278
771797,Randy,Beville,Randy395@mailxyz.com,male,None,35,Young Adults,Gauteng,@Randy39,SuperSport Blitz,2016-02-03 13:31:00.000000,Afternoon,32
771802,Valentine,Curran,Valentine475@mailxyz.com,male,coloured,43,Adults,Western Cape,@Valentine47,Supersport Live Events,2016-02-12 16:51:00.000000,Afternoon,4792
771816,Garry,Fudge,Garry282@gmail.com,male,black,31,Young Adults,Gauteng,@Garry28,Cartoon Network,2016-03-01 06:27:00.000000,Morning,254
771823,Kyle,Mastrangelo,Kyle61@yahoo.com,male,black,26,Young Adults,Western Cape,@Kyle6,Channel O,2016-02-06 11:10:00.000000,Morning,75
771830,Michel,Tancredi,Michel203@mail.com,male,black,49,Adults,Gauteng,@Michel20,Trace TV,2016-01-01 14:43:00.000000,Afternoon,30
771848,Yong,Shkreli,Yong483@mail.com,male,black,28,Young Adults,Gauteng,@Yong48,Supersport Live Events,2016-01-18 12:43:00.000000,Afternoon,86
771849,Stephen,Leicht,Stephen152@gmail.com,male,None,55,Seniors,Gauteng,@Stephen15,Supersport Live Events,2016-02-06 15:00:00.000000,Afternoon,24
771855,Rebekah,Paradis,Rebekah435@mailxyz.com,female,black,45,Adults,North West,@Rebekah43,Africa Magic,2016-02-19 01:15:00.000000,Morning,514
771856,Charlie,Nicholls,Charlie364@abcmail.com,male,None,24,Young Adults,Kwazulu Natal,@Charlie36,Trace TV,2016-02-06 09:28:00.000000,Morning,126
771858,Hugh,Mcculloch,Hugh14@abcmail.com,male,white,27,Young Adults,Gauteng,@Hugh1,Supersport Live Events,2016-03-05 11:37:00.000000,Morning,106
771867,Brendan,Zweifel,Brendan451@yahoo.com,male,black,14,Teens,Gauteng,@Brendan45,SuperSport Blitz,2016-03-21 06:44:00.000000,Morning,1614
771872,Lane,Tatham,Lane111@yahoo.com,male,coloured,25,Young Adults,Western Cape,@Lane11,Boomerang,2016-01-31 17:32:00.000000,Afternoon,1
771876,Stacy,Gettys,Stacy271@yahoo.com,male,black,25,Young Adults,North West,@Stacy27,Cartoon Network,2016-02-06 14:08:00.000000,Afternoon,211
771877,Emerson,Mina,Emerson241@yahoo.com,male,black,25,Young Adults,Northern Cape,@Emerson24,SawSee,2016-01-31 18:38:00.000000,Evening,838
771881,Emerson,Reisinger,Emerson245@mailxyz.com,male,black,31,Young Adults,Gauteng,@Emerson24,Supersport Live Events,2016-03-20 15:52:00.000000,Afternoon,22
771882,Emerson,Pascarella,Emerson244@abcmail.com,male,black,27,Young Adults,Gauteng,@Emerson24,Cartoon Network,2016-02-17 23:09:00.000000,Night,74
771888,Donald,Curran,Donald223@mail.com,male,coloured,41,Adults,Eastern Cape,@Donald22,Channel O,2016-02-25 16:11:00.000000,Afternoon,81
771889,Lane,Borelli,Lane115@mailxyz.com,male,black,46,Adults,Eastern Cape,@Lane11,Africa Magic,2016-01-21 14:52:00.000000,Afternoon,479
771902,Romeo,Mastrangelo,Romeo372@gmail.com,male,black,24,Young Adults,Gauteng,@Romeo37,Africa Magic,2016-01-15 18:35:00.000000,Evening,71
771903,Earl,Slane,Earl423@mail.com,male,None,28,Young Adults,Gauteng,@Earl42,Supersport Live Events,2016-03-27 15:12:00.000000,Afternoon,76
771907,Robby,Martello,Robby164@abcmail.com,male,black,41,Adults,Kwazulu Natal,@Robby16,Trace TV,2016-02-09 17:45:00.000000,Afternoon,942
771911,Dion,Condie,Dion332@gmail.com,male,black,25,Young Adults,North West,@Dion33,ICC Cricket World Cup 2011,2016-03-06 12:26:00.000000,Afternoon,606
771924,Yolonda,Pascarella,Yolonda203@mail.com,female,black,31,Young Adults,Gauteng,@Yolonda20,Africa Magic,2016-02-09 09:55:00.000000,Morning,71
771927,Lillie,Langenfeld,Lillie431@yahoo.com,female,None,36,Adults,Western Cape,@Lillie43,Cartoon Network,2016-01-30 16:39:00.000000,Afternoon,98
771941,Charlie,Deblois,Charlie365@mailxyz.com,male,coloured,24,Young Adults,Western Cape,@Charlie36,DStv Events 1,2016-01-11 06:12:00.000000,Morning,205
771945,Markus,Sieren,Markus192@gmail.com,male,black,32,Young Adults,Kwazulu Natal,@Markus19,SuperSport Blitz,2016-03-28 13:46:00.000000,Afternoon,580
771959,Len,Tancredi,Len445@mailxyz.com,male,black,28,Young Adults,Western Cape,@Len44,Channel O,2016-02-04 15:45:00.000000,Afternoon,21
771974,Michel,Mosser,Michel205@mailxyz.com,male,black,23,Young Adults,Eastern Cape,@Michel20,Channel O,2016-01-30 11:51:00.000000,Morning,489
771978,Efren,Wigfall,Efren131@yahoo.com,male,black,23,Young Adults,Kwazulu Natal,@Efren13,Boomerang,2016-02-05 03:06:00.000000,Morning,31
771985,Emilie,Deblois,Emilie12@gmail.com,female,black,23,Young Adults,Gauteng,@Emilie1,Africa Magic,2016-01-22 16:24:00.000000,Afternoon,660
772000,Randy,Pascarella,Randy391@yahoo.com,male,black,39,Adults,Mpumalanga,@Randy39,Supersport Live Events,2016-01-24 19:00:00.000000,Evening,124
772028,Shane,Arrieta,Shane22@gmail.com,male,black,30,Young Adults,North West,@Shane2,Boomerang,2016-01-30 20:36:00.000000,Evening,11
772030,Charlie,Roquemore,Charlie363@mail.com,male,coloured,34,Young Adults,Western Cape,@Charlie36,Vuzu,2016-03-05 21:37:00.000000,Evening,42
772034,Bret,Reisinger,Bret311@yahoo.com,male,indian_asian,38,Adults,Kwazulu Natal,@Bret31,Channel O,2016-02-01 11:39:00.000000,Morning,15
772042,Iva,Styer,Iva435@mailxyz.com,female,white,31,Young Adults,Free State,@Iva43,E! Entertainment,2016-02-05 09:58:00.000000,Morning,82
772052,Stephen,Beville,Stephen151@yahoo.com,male,coloured,32,Young Adults,Western Cape,@Stephen15,Supersport Live Events,2016-03-26 14:38:00.000000,Afternoon,2732
772054,Earl,Jacox,Earl422@gmail.com,male,white,27,Young Adults,Western Cape,@Earl42,Supersport Live Events,2016-03-24 16:46:00.000000,Afternoon,244
772068,Charlie,Vital,Charlie362@gmail.com,male,black,26,Young Adults,Kwazulu Natal,@Charlie36,Break in transmission,2016-03-01 19:44:00.000000,Evening,4
772088,Yong,Mastrangelo,Yong483@mail.com,male,black,35,Young Adults,Gauteng,@Yong48,Africa Magic,2016-01-23 21:24:00.000000,Evening,369
